CloneID	Antibody	Fisher.Pval	Fisher.OR	Hyper.Pval	Fisher.Padj	Hyper.Padj
clonotype_100	HBVgp1_gttg_pol	1	0	1	1	1
clonotype_100	HBVgp2_tt_env	1	0	1	1	1
clonotype_100	HBVgp2_at_env	1	0	1	1	1
clonotype_100	HBVgp2_gcac_env	1	0	1	1	1
clonotype_100	HBVgp2_gcggg_env	1	0	1	1	1
clonotype_100	HBVgp2_gtcg_env	1	0	1	1	1
clonotype_100	HBVgp2_agag_env	1	0	1	1	1
clonotype_100	HBVgp2_cagc_env	1	0	1	1	1
clonotype_100	HBVgp1_gcgt_pol	1	0	1	1	1
clonotype_100	HBVgp4_tt_core	1	0	1	1	1
clonotype_100	HBVgp3_ag_x	1	0	1	1	1
clonotype_100	HBVgp2_aatg_env	1	0	1	1	1
clonotype_100	HBVgp2_agat_env	1	0	1	1	1
clonotype_100	HBVgp2_gcca_env	1	0	1	1	1
clonotype_100	HBVgp1_tg_pol	1	0	1	1	1
clonotype_1000	HBVgp2_gcgg_pol	1	0	1	1	1
clonotype_1000	HBVgp3_cc_x	1	0	1	1	1
clonotype_1000	HBVgp3_gg_x	1	0	1	1	1
clonotype_1000	HBVgp2_ct_env	1	0	1	1	1
clonotype_1000	HBVgp1_gtcc_pol	1	0	1	1	1
clonotype_1000	HBVgp2_aagc_env	1	0	1	1	1
clonotype_1000	HBVgp4_ca_core	1	0	1	1	1
clonotype_1000	HBVgp4_ag_core	1	0	1	1	1
clonotype_1000	HBVgp2_ta_env	1	0	1	1	1
clonotype_1000	HBVgp1_ccag_pol	1	0	1	1	1
clonotype_1000	HBVgp1_aa_pol	1	0	1	1	1
clonotype_1000	HBVgp2_ac_env	1	0	1	1	1
clonotype_1000	HBVgp1_ccat_pol	1	0	1	1	1
clonotype_1000	HBVgp4_cc_core	1	0	1	1	1
clonotype_1000	HBVgp2_cg_env	0.04852247719365621	26.681727832294417	0.048522477193655655	1	1
clonotype_1000	HBVgp4_gt_core	1	0	1	1	1
